frame.number,frame.time_relative,ip.src,ip.dst,ip.proto,frame.len,tcp.flags
"788","157.688839000","192.168.1.3","192.168.2.15","6","383","0x0018"
"789","157.689693000","192.168.2.15","192.168.1.3","6","201","0x0018"
"790","157.735027000","192.168.1.3","192.168.2.15","6","54","0x0010"
"791","158.704492000","192.168.1.3","192.168.2.15","6","383","0x0018"
"792","158.705510000","192.168.2.15","192.168.1.3","6","201","0x0018"
"793","158.750633000","192.168.1.3","192.168.2.15","6","54","0x0010"
"794","159.813784000","192.168.1.3","192.168.2.15","6","383","0x0018"
"795","159.814705000","192.168.2.15","192.168.1.3","6","201","0x0018"
"796","159.859954000","192.168.1.3","192.168.2.15","6","54","0x0010"
"797","161.017088000","192.168.1.3","192.168.2.15","6","383","0x0018"
"798","161.017998000","192.168.2.15","192.168.1.3","6","201","0x0018"
"799","161.063059000","192.168.1.3","192.168.2.15","6","54","0x0010"
"800","162.329394000","192.168.1.3","192.168.2.15","6","383","0x0018"
"801","162.330438000","192.168.2.15","192.168.1.3","6","201","0x0018"
"802","162.375617000","192.168.1.3","192.168.2.15","6","54","0x0010"
"803","163.735626000","192.168.1.3","192.168.2.15","6","383","0x0018"
"804","163.736514000","192.168.2.15","192.168.1.3","6","201","0x0018"
"805","163.781831000","192.168.1.3","192.168.2.15","6","54","0x0010"
"806","165.251377000","192.168.1.3","192.168.2.15","6","383","0x0018"
"807","165.252263000","192.168.2.15","192.168.1.3","6","201","0x0018"
"808","165.297513000","192.168.1.3","192.168.2.15","6","54","0x0010"
"809","166.860648000","192.168.1.3","192.168.2.15","6","383","0x0018"
"810","166.861504000","192.168.2.15","192.168.1.3","6","201","0x0018"
"811","166.906862000","192.168.1.3","192.168.2.15","6","54","0x0010"
"812","168.563916000","192.168.1.3","192.168.2.15","6","383","0x0018"
"813","168.564864000","192.168.2.15","192.168.1.3","6","315","0x0018"
"814","168.566656000","192.168.1.3","192.168.2.15","6","383","0x0018"
"815","168.567321000","192.168.2.15","192.168.1.3","6","201","0x0018"
"816","168.567804000","192.168.1.3","192.168.2.15","6","383","0x0018"
"817","168.568312000","192.168.2.15","192.168.1.3","6","201","0x0018"
"818","168.569056000","192.168.1.3","192.168.2.15","6","405","0x0018"
"819","168.569123000","192.168.1.3","192.168.2.15","6","499","0x0018"
"820","168.569607000","192.168.2.15","192.168.1.3","6","60","0x0010"
"821","168.570279000","192.168.2.15","192.168.1.3","6","201","0x0018"
"822","168.579421000","192.168.1.3","192.168.2.15","6","383","0x0018"
"823","168.580527000","192.168.2.15","192.168.1.3","6","201","0x0018"
"824","168.610808000","192.168.1.3","192.168.2.15","6","383","0x0018"
"825","168.611703000","192.168.2.15","192.168.1.3","6","201","0x0018"
"826","168.656860000","192.168.1.3","192.168.2.15","6","54","0x0010"
"827","168.657465000","192.168.1.3","192.168.2.15","6","383","0x0018"
"828","168.658375000","192.168.2.15","192.168.1.3","6","201","0x0018"
"829","168.703681000","192.168.1.3","192.168.2.15","6","54","0x0010"
"830","168.704603000","192.168.1.3","192.168.2.15","6","383","0x0018"
"831","168.705352000","192.168.2.15","192.168.1.3","6","201","0x0018"
"832","168.750573000","192.168.1.3","192.168.2.15","6","54","0x0010"
"833","168.767048000","192.168.1.3","192.168.2.15","6","383","0x0018"
"834","168.767951000","192.168.2.15","192.168.1.3","6","201","0x0018"
"835","168.813120000","192.168.1.3","192.168.2.15","6","54","0x0010"
"836","168.829565000","192.168.1.3","192.168.2.15","6","383","0x0018"
"837","168.830438000","192.168.2.15","192.168.1.3","6","201","0x0018"
"838","168.875640000","192.168.1.3","192.168.2.15","6","54","0x0010"
"839","168.907626000","192.168.1.3","192.168.2.15","6","383","0x0018"
"840","168.908497000","192.168.2.15","192.168.1.3","6","201","0x0018"
"841","168.953721000","192.168.1.3","192.168.2.15","6","54","0x0010"
"842","169.001411000","192.168.1.3","192.168.2.15","6","383","0x0018"
"843","169.002411000","192.168.2.15","192.168.1.3","6","201","0x0018"
"844","169.047453000","192.168.1.3","192.168.2.15","6","54","0x0010"
"845","169.094979000","192.168.1.3","192.168.2.15","6","383","0x0018"
"846","169.095814000","192.168.2.15","192.168.1.3","6","201","0x0018"
"847","169.141301000","192.168.1.3","192.168.2.15","6","54","0x0010"
"848","170.110776000","192.168.1.3","192.168.2.15","6","383","0x0018"
"849","170.111801000","192.168.2.15","192.168.1.3","6","201","0x0018"
"850","170.156827000","192.168.1.3","192.168.2.15","6","54","0x0010"
"851","171.220001000","192.168.1.3","192.168.2.15","6","383","0x0018"
"852","171.220856000","192.168.2.15","192.168.1.3","6","201","0x0018"
"853","171.266282000","192.168.1.3","192.168.2.15","6","54","0x0010"
"854","172.423374000","192.168.1.3","192.168.2.15","6","383","0x0018"
"855","172.424198000","192.168.2.15","192.168.1.3","6","201","0x0018"
"856","172.469423000","192.168.1.3","192.168.2.15","6","54","0x0010"
"857","173.735565000","192.168.1.3","192.168.2.15","6","383","0x0018"
"858","173.736471000","192.168.2.15","192.168.1.3","6","201","0x0018"
"859","173.781896000","192.168.1.3","192.168.2.15","6","54","0x0010"
"860","175.141961000","192.168.1.3","192.168.2.15","6","383","0x0018"
"861","175.142919000","192.168.2.15","192.168.1.3","6","201","0x0018"
"862","175.188217000","192.168.1.3","192.168.2.15","6","54","0x0010"
"863","176.657477000","192.168.1.3","192.168.2.15","6","383","0x0018"
"864","176.658420000","192.168.2.15","192.168.1.3","6","201","0x0018"
"865","176.703816000","192.168.1.3","192.168.2.15","6","54","0x0010"
"866","178.267102000","192.168.1.3","192.168.2.15","6","383","0x0018"
"867","178.267984000","192.168.2.15","192.168.1.3","6","201","0x0018"
"868","178.313082000","192.168.1.3","192.168.2.15","6","54","0x0010"
"869","179.969920000","192.168.1.3","192.168.2.15","6","383","0x0018"
"870","179.970746000","192.168.2.15","192.168.1.3","6","201","0x0018"
"871","180.016198000","192.168.1.3","192.168.2.15","6","54","0x0010"
"872","181.785563000","192.168.1.3","192.168.2.15","6","383","0x0018"
"873","181.786446000","192.168.2.15","192.168.1.3","6","201","0x0018"
"874","181.828700000","192.168.1.3","192.168.2.15","6","54","0x0010"
"875","183.704416000","192.168.1.3","192.168.2.15","6","383","0x0018"
"876","183.705294000","192.168.2.15","192.168.1.3","6","315","0x0018"
"877","183.706024000","192.168.1.3","192.168.2.15","6","383","0x0018"
"878","183.706514000","192.168.2.15","192.168.1.3","6","201","0x0018"
"879","183.707039000","192.168.1.3","192.168.2.15","6","405","0x0018"
"880","183.707145000","192.168.1.3","192.168.2.15","6","275","0x0018"
"881","183.707433000","192.168.2.15","192.168.1.3","6","60","0x0010"
"882","183.707828000","192.168.2.15","192.168.1.3","6","201","0x0018"
"883","183.708329000","192.168.1.3","192.168.2.15","6","383","0x0018"
"884","183.708940000","192.168.2.15","192.168.1.3","6","363","0x0018"
"885","183.709567000","192.168.1.3","192.168.2.15","6","383","0x0018"
"886","183.710018000","192.168.2.15","192.168.1.3","6","201","0x0018"
"887","183.710596000","192.168.1.3","192.168.2.15","6","405","0x0018"
"888","183.710668000","192.168.1.3","192.168.2.15","6","307","0x0018"
"889","183.710997000","192.168.2.15","192.168.1.3","6","60","0x0010"
"890","183.711336000","192.168.2.15","192.168.1.3","6","201","0x0018"
"891","183.711821000","192.168.1.3","192.168.2.15","6","383","0x0018"
"892","183.712294000","192.168.2.15","192.168.1.3","6","363","0x0018"
"893","183.712909000","192.168.1.3","192.168.2.15","6","383","0x0018"
"894","183.713588000","192.168.2.15","192.168.1.3","6","201","0x0018"
"895","183.714120000","192.168.1.3","192.168.2.15","6","405","0x0018"
"896","183.714221000","192.168.1.3","192.168.2.15","6","691","0x0018"
"897","183.714553000","192.168.2.15","192.168.1.3","6","60","0x0010"
"898","183.715095000","192.168.2.15","192.168.1.3","6","201","0x0018"
"899","183.715611000","192.168.1.3","192.168.2.15","6","383","0x0018"
"900","183.718271000","192.168.2.15","192.168.1.3","6","201","0x0018"
"901","183.735776000","192.168.1.3","192.168.2.15","6","383","0x0018"
"902","183.736749000","192.168.2.15","192.168.1.3","6","201","0x0018"
"903","183.766921000","192.168.1.3","192.168.2.15","6","383","0x0018"
"904","183.767798000","192.168.2.15","192.168.1.3","6","201","0x0018"
"905","183.813098000","192.168.1.3","192.168.2.15","6","54","0x0010"
"906","183.814011000","192.168.1.3","192.168.2.15","6","383","0x0018"
"907","183.815186000","192.168.2.15","192.168.1.3","6","201","0x0018"
"908","183.860028000","192.168.1.3","192.168.2.15","6","54","0x0010"
"909","183.860946000","192.168.1.3","192.168.2.15","6","383","0x0018"
"910","183.861752000","192.168.2.15","192.168.1.3","6","201","0x0018"
"911","183.906842000","192.168.1.3","192.168.2.15","6","54","0x0010"
"912","183.923108000","192.168.1.3","192.168.2.15","6","383","0x0018"
"913","183.923906000","192.168.2.15","192.168.1.3","6","201","0x0018"
"914","183.969339000","192.168.1.3","192.168.2.15","6","54","0x0010"
"915","183.985813000","192.168.1.3","192.168.2.15","6","383","0x0018"
"916","183.986955000","192.168.2.15","192.168.1.3","6","201","0x0018"
"917","184.031878000","192.168.1.3","192.168.2.15","6","54","0x0010"
"918","184.064184000","192.168.1.3","192.168.2.15","6","383","0x0018"
"919","184.065012000","192.168.2.15","192.168.1.3","6","201","0x0018"
"920","184.109961000","192.168.1.3","192.168.2.15","6","54","0x0010"
"921","184.157622000","192.168.1.3","192.168.2.15","6","383","0x0018"
"922","184.158572000","192.168.2.15","192.168.1.3","6","201","0x0018"
"923","184.203723000","192.168.1.3","192.168.2.15","6","54","0x0010"
"924","184.251378000","192.168.1.3","192.168.2.15","6","383","0x0018"
"925","184.252276000","192.168.2.15","192.168.1.3","6","201","0x0018"
"926","184.297449000","192.168.1.3","192.168.2.15","6","54","0x0010"
"927","185.266888000","192.168.1.3","192.168.2.15","6","383","0x0018"
"928","185.268196000","192.168.2.15","192.168.1.3","6","201","0x0018"
"929","185.313167000","192.168.1.3","192.168.2.15","6","54","0x0010"
"930","186.376587000","192.168.1.3","192.168.2.15","6","383","0x0018"
"931","186.377511000","192.168.2.15","192.168.1.3","6","201","0x0018"
"932","186.422549000","192.168.1.3","192.168.2.15","6","54","0x0010"
"933","187.579449000","192.168.1.3","192.168.2.15","6","383","0x0018"
"934","187.580294000","192.168.2.15","192.168.1.3","6","201","0x0018"
"935","187.625594000","192.168.1.3","192.168.2.15","6","54","0x0010"
"936","188.891803000","192.168.1.3","192.168.2.15","6","383","0x0018"
"937","188.892702000","192.168.2.15","192.168.1.3","6","201","0x0018"
"938","188.938084000","192.168.1.3","192.168.2.15","6","54","0x0010"
"939","190.298204000","192.168.1.3","192.168.2.15","6","383","0x0018"
"940","190.299171000","192.168.2.15","192.168.1.3","6","201","0x0018"
"941","190.344360000","192.168.1.3","192.168.2.15","6","54","0x0010"
"942","191.813802000","192.168.1.3","192.168.2.15","6","383","0x0018"
"943","191.814724000","192.168.2.15","192.168.1.3","6","201","0x0018"
"944","191.859969000","192.168.1.3","192.168.2.15","6","54","0x0010"
"945","193.423214000","192.168.1.3","192.168.2.15","6","383","0x0018"
"946","193.424036000","192.168.2.15","192.168.1.3","6","201","0x0018"
"947","193.469354000","192.168.1.3","192.168.2.15","6","54","0x0010"
"948","195.126257000","192.168.1.3","192.168.2.15","6","383","0x0018"
"949","195.127102000","192.168.2.15","192.168.1.3","6","201","0x0018"
"950","195.172454000","192.168.1.3","192.168.2.15","6","54","0x0010"
"951","196.938852000","192.168.1.3","192.168.2.15","6","383","0x0018"
"952","196.939760000","192.168.2.15","192.168.1.3","6","201","0x0018"
"953","196.984947000","192.168.1.3","192.168.2.15","6","54","0x0010"
"954","198.845143000","192.168.1.3","192.168.2.15","6","383","0x0018"
"955","198.846048000","192.168.2.15","192.168.1.3","6","201","0x0018"
"956","198.891279000","192.168.1.3","192.168.2.15","6","54","0x0010"
"957","200.860883000","192.168.1.3","192.168.2.15","6","383","0x0018"
"958","200.861782000","192.168.2.15","192.168.1.3","6","201","0x0018"
"959","200.906879000","192.168.1.3","192.168.2.15","6","54","0x0010"
"960","202.970082000","192.168.1.3","192.168.2.15","6","383","0x0018"
"961","202.970963000","192.168.2.15","192.168.1.3","6","201","0x0018"
"962","203.016322000","192.168.1.3","192.168.2.15","6","54","0x0010"
"963","205.173102000","192.168.1.3","192.168.2.15","6","383","0x0018"
"964","205.173972000","192.168.2.15","192.168.1.3","6","331","0x0018"
"965","205.174717000","192.168.1.3","192.168.2.15","6","383","0x0018"
"966","205.175242000","192.168.2.15","192.168.1.3","6","201","0x0018"
"967","205.175798000","192.168.1.3","192.168.2.15","6","405","0x0018"
"968","205.175901000","192.168.1.3","192.168.2.15","6","227","0x0018"
"969","205.176250000","192.168.2.15","192.168.1.3","6","60","0x0010"
"970","205.176669000","192.168.2.15","192.168.1.3","6","201","0x0018"
"971","205.177149000","192.168.1.3","192.168.2.15","6","383","0x0018"
"972","205.177947000","192.168.2.15","192.168.1.3","6","315","0x0018"
"973","205.178705000","192.168.1.3","192.168.2.15","6","383","0x0018"
"974","205.179570000","192.168.2.15","192.168.1.3","6","201","0x0018"
"975","205.180311000","192.168.1.3","192.168.2.15","6","405","0x0018"
"976","205.180379000","192.168.1.3","192.168.2.15","6","259","0x0018"
"977","205.180879000","192.168.2.15","192.168.1.3","6","60","0x0010"
"978","205.181385000","192.168.2.15","192.168.1.3","6","201","0x0018"
"979","205.182125000","192.168.1.3","192.168.2.15","6","383","0x0018"
"980","205.183348000","192.168.2.15","192.168.1.3","6","201","0x0018"
"981","205.208785000","192.168.1.3","192.168.2.15","6","383","0x0018"
"982","205.209638000","192.168.2.15","192.168.1.3","6","201","0x0018"
"983","205.239366000","192.168.1.3","192.168.2.15","6","383","0x0018"
"984","205.240216000","192.168.2.15","192.168.1.3","6","201","0x0018"
"985","205.281897000","192.168.1.3","192.168.2.15","6","54","0x0010"
"986","205.282882000","192.168.1.3","192.168.2.15","6","383","0x0018"
"987","205.283718000","192.168.2.15","192.168.1.3","6","201","0x0018"
"988","205.328739000","192.168.1.3","192.168.2.15","6","54","0x0010"
"989","205.329514000","192.168.1.3","192.168.2.15","6","383","0x0018"
"990","205.330279000","192.168.2.15","192.168.1.3","6","201","0x0018"
"991","205.375634000","192.168.1.3","192.168.2.15","6","54","0x0010"
"992","205.391839000","192.168.1.3","192.168.2.15","6","383","0x0018"
"993","205.392580000","192.168.2.15","192.168.1.3","6","201","0x0018"
"994","205.438120000","192.168.1.3","192.168.2.15","6","54","0x0010"
"995","205.454402000","192.168.1.3","192.168.2.15","6","383","0x0018"
"996","205.455238000","192.168.2.15","192.168.1.3","6","201","0x0018"
"997","205.500553000","192.168.1.3","192.168.2.15","6","54","0x0010"
"998","205.532504000","192.168.1.3","192.168.2.15","6","383","0x0018"
"999","205.533398000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1000","205.578708000","192.168.1.3","192.168.2.15","6","54","0x0010"
"1001","205.626275000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1002","205.627152000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1003","205.672506000","192.168.1.3","192.168.2.15","6","54","0x0010"
"1004","205.720186000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1005","205.721310000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1006","205.766202000","192.168.1.3","192.168.2.15","6","54","0x0010"
"1007","206.735791000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1008","206.736693000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1009","206.781841000","192.168.1.3","192.168.2.15","6","54","0x0010"
"1010","207.845110000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1011","207.846053000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1012","207.891285000","192.168.1.3","192.168.2.15","6","54","0x0010"
"1013","209.048049000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1014","209.048883000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1015","209.094355000","192.168.1.3","192.168.2.15","6","54","0x0010"
"1016","210.360635000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1017","210.361529000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1018","210.406809000","192.168.1.3","192.168.2.15","6","54","0x0010"
"1019","211.766848000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1020","211.767760000","192.168.2.15","192.168.1.3","6","315","0x0018"
"1021","211.768383000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1022","211.768944000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1023","211.769450000","192.168.1.3","192.168.2.15","6","405","0x0018"
"1024","211.769531000","192.168.1.3","192.168.2.15","6","259","0x0018"
"1025","211.769953000","192.168.2.15","192.168.1.3","6","60","0x0010"
"1026","211.770382000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1027","211.770995000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1028","211.772565000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1029","211.798181000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1030","211.799108000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1031","211.829638000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1032","211.830573000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1033","211.875599000","192.168.1.3","192.168.2.15","6","54","0x0010"
"1034","211.876371000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1035","211.877192000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1036","211.922495000","192.168.1.3","192.168.2.15","6","54","0x0010"
"1037","211.923334000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1038","211.924305000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1039","211.969359000","192.168.1.3","192.168.2.15","6","54","0x0010"
"1040","211.985538000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1041","211.986481000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1042","212.031835000","192.168.1.3","192.168.2.15","6","54","0x0010"
"1043","212.048293000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1044","212.049237000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1045","212.094426000","192.168.1.3","192.168.2.15","6","54","0x0010"
"1046","212.126238000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1047","212.127143000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1048","212.172561000","192.168.1.3","192.168.2.15","6","54","0x0010"
"1049","212.220198000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1050","212.221105000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1051","212.266253000","192.168.1.3","192.168.2.15","6","54","0x0010"
"1052","212.313914000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1053","212.314832000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1054","212.359977000","192.168.1.3","192.168.2.15","6","54","0x0010"
"1055","213.329474000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1056","213.330413000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1057","213.375594000","192.168.1.3","192.168.2.15","6","54","0x0010"
"1058","214.438736000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1059","214.439686000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1060","214.485030000","192.168.1.3","192.168.2.15","6","54","0x0010"
"1061","215.641980000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1062","215.642881000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1063","215.688198000","192.168.1.3","192.168.2.15","6","54","0x0010"
"1064","216.954469000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1065","216.955411000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1066","217.000577000","192.168.1.3","192.168.2.15","6","54","0x0010"
"1067","218.360731000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1068","218.361609000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1069","218.406859000","192.168.1.3","192.168.2.15","6","54","0x0010"
"1070","219.876181000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1071","219.877098000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1072","219.922434000","192.168.1.3","192.168.2.15","6","54","0x0010"
"1073","221.485609000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1074","221.486490000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1075","221.531835000","192.168.1.3","192.168.2.15","6","54","0x0010"
"1076","223.189186000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1077","223.190061000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1078","223.234958000","192.168.1.3","192.168.2.15","6","54","0x0010"
"1079","225.004274000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1080","225.005233000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1081","225.050261000","192.168.1.3","192.168.2.15","6","54","0x0010"
"1082","226.910300000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1083","226.911215000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1084","226.956529000","192.168.1.3","192.168.2.15","6","54","0x0010"
"1085","228.925894000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1086","228.926722000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1087","228.972141000","192.168.1.3","192.168.2.15","6","54","0x0010"
"1088","231.035336000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1089","231.036188000","192.168.2.15","192.168.1.3","6","331","0x0018"
"1090","231.036903000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1091","231.037418000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1092","231.037937000","192.168.1.3","192.168.2.15","6","405","0x0018"
"1093","231.038036000","192.168.1.3","192.168.2.15","6","227","0x0018"
"1094","231.038424000","192.168.2.15","192.168.1.3","6","60","0x0010"
"1095","231.038861000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1096","231.039448000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1097","231.046358000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1098","231.066644000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1099","231.067554000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1100","231.097737000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1101","231.099482000","192.168.2.15","192.168.1.3","6","395","0x0018"
"1102","231.100768000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1103","231.101534000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1104","231.102012000","192.168.1.3","192.168.2.15","6","405","0x0018"
"1105","231.102083000","192.168.1.3","192.168.2.15","6","243","0x0018"
"1106","231.102759000","192.168.2.15","192.168.1.3","6","60","0x0010"
"1107","231.103355000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1108","231.104221000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1109","231.105054000","192.168.2.15","192.168.1.3","6","347","0x0018"
"1110","231.105822000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1111","231.106407000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1112","231.106945000","192.168.1.3","192.168.2.15","6","405","0x0018"
"1113","231.107009000","192.168.1.3","192.168.2.15","6","259","0x0018"
"1114","231.107506000","192.168.2.15","192.168.1.3","6","60","0x0010"
"1115","231.107850000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1116","231.108324000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1117","231.108893000","192.168.2.15","192.168.1.3","6","331","0x0018"
"1118","231.109429000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1119","231.109915000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1120","231.110393000","192.168.1.3","192.168.2.15","6","405","0x0018"
"1121","231.110458000","192.168.1.3","192.168.2.15","6","243","0x0018"
"1122","231.110831000","192.168.2.15","192.168.1.3","6","60","0x0010"
"1123","231.111213000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1124","231.111654000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1125","231.112139000","192.168.2.15","192.168.1.3","6","331","0x0018"
"1126","231.112625000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1127","231.113105000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1128","231.113541000","192.168.1.3","192.168.2.15","6","405","0x0018"
"1129","231.113716000","192.168.1.3","192.168.2.15","6","243","0x0018"
"1130","231.113997000","192.168.2.15","192.168.1.3","6","60","0x0010"
"1131","231.114429000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1132","231.115177000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1133","231.117019000","192.168.2.15","192.168.1.3","6","331","0x0018"
"1134","231.117650000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1135","231.118359000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1136","231.118915000","192.168.1.3","192.168.2.15","6","405","0x0018"
"1137","231.118977000","192.168.1.3","192.168.2.15","6","243","0x0018"
"1138","231.119427000","192.168.2.15","192.168.1.3","6","60","0x0010"
"1139","231.119758000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1140","231.120241000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1141","231.120980000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1142","231.144855000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1143","231.145790000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1144","231.175942000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1145","231.176855000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1146","231.222146000","192.168.1.3","192.168.2.15","6","54","0x0010"
"1147","231.222912000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1148","231.223767000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1149","231.269119000","192.168.1.3","192.168.2.15","6","54","0x0010"
"1150","231.270111000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1151","231.270905000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1152","231.315929000","192.168.1.3","192.168.2.15","6","54","0x0010"
"1153","231.332068000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1154","231.332866000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1155","231.378359000","192.168.1.3","192.168.2.15","6","54","0x0010"
"1156","231.394787000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1157","231.395778000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1158","231.440878000","192.168.1.3","192.168.2.15","6","54","0x0010"
"1159","231.472769000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1160","231.473589000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1161","231.519091000","192.168.1.3","192.168.2.15","6","54","0x0010"
"1162","231.566478000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1163","231.567391000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1164","231.612758000","192.168.1.3","192.168.2.15","6","54","0x0010"
"1165","231.660295000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1166","231.661244000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1167","231.706502000","192.168.1.3","192.168.2.15","6","54","0x0010"
"1168","232.672604000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1169","232.673425000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1170","232.718753000","192.168.1.3","192.168.2.15","6","54","0x0010"
"1171","233.787028000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1172","233.787912000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1173","233.828052000","192.168.1.3","192.168.2.15","6","54","0x0010"
"1174","235.000495000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1175","235.001561000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1176","235.046805000","192.168.1.3","192.168.2.15","6","54","0x0010"
"1177","236.313025000","192.168.1.3","192.168.2.15","6","383","0x0018"
"1178","236.313995000","192.168.2.15","192.168.1.3","6","201","0x0018"
"1179","236.359330000","192.168.1.3","192.168.2.15","6","54","0x0010"
"1180","237.719291000","192.168.1.3","192.168.2.15","6","383","0x0018"
